-2.33,-2.56,-2.74,-2.87
2.58,1.87,1.44,1.11
-2.58,-2.78,-2.93,-3.08
-1.65,-1.93,-2.12,-2.27
1.96,1.34,0.94,0.64
-1.96,-2.19,-2.39,-2.54
-1.28,-1.59,-1.81,-1.96
1.64,1.07,0.69,0.41
-1.64,-1.9,-2.09,-2.23
